2024-01-03 11:01:08,164 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-01-03 11:01:08,182 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-01-03 11:01:08,184 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-01-03 11:01:08,184 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-01-03 11:01:08,186 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-01-03 11:01:08,186 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-01-03 11:01:08,187 INFO  SwAddin.cs: 201 - Setting up command manager
2024-01-03 11:01:08,187 INFO  SwAddin.cs: 204 - Adding command manager
2024-01-03 11:01:08,189 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-01-03 11:01:08,190 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-01-03 11:01:08,190 INFO  SwAddin.cs: 210 - Adding event handlers
2024-01-03 11:01:08,193 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-01-03 12:30:56,850 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-01-03 12:30:56,853 INFO  SwAddin.cs: 299 - Save is required
2024-01-03 12:30:56,854 INFO  SwAddin.cs: 313 - Saving assembly
2024-01-03 12:30:56,855 INFO  SwAddin.cs: 316 - Opening property manager
2024-01-03 12:30:56,866 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-01-03 12:30:56,871 INFO  ExportHelperExtension.cs: 1136 - Found 62 in Assem1
2024-01-03 12:30:56,872 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Assem1
2024-01-03 12:30:56,873 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-03 12:30:56,874 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2024-01-03 12:30:56,875 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CF_Tube-2
2024-01-03 12:30:56,875 INFO  ExportHelperExtension.cs: 1136 - Found 25 in CF_Tube-2
2024-01-03 12:30:56,876 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CF_Tube-2
2024-01-03 12:30:56,876 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Legpart2_CF_Holder-1
2024-01-03 12:30:56,876 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Legpart2_CF_Holder-1
2024-01-03 12:30:56,877 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Legpart2_CF_Holder-1
2024-01-03 12:30:56,877 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 5mmx50mm_shaft-1
2024-01-03 12:30:56,877 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 5mmx50mm_shaft-1
2024-01-03 12:30:56,878 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 5mmx50mm_shaft-1
2024-01-03 12:30:56,878 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 20T_CF_Slider_Plate-1
2024-01-03 12:30:56,878 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 20T_CF_Slider_Plate-1
2024-01-03 12:30:56,879 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 20T_CF_Slider_Plate-1
2024-01-03 12:30:56,879 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from TorquePole5mmAdaptor-1
2024-01-03 12:30:56,879 INFO  ExportHelperExtension.cs: 1136 - Found 44 in TorquePole5mmAdaptor-1
2024-01-03 12:30:56,880 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in TorquePole5mmAdaptor-1
2024-01-03 12:30:56,880 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 20T_CF_Slider-1
2024-01-03 12:30:56,881 INFO  ExportHelperExtension.cs: 1136 - Found 51 in 20T_CF_Slider-1
2024-01-03 12:30:56,881 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 20T_CF_Slider-1
2024-01-03 12:30:56,881 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CF_Tube-1
2024-01-03 12:30:56,882 INFO  ExportHelperExtension.cs: 1136 - Found 25 in CF_Tube-1
2024-01-03 12:30:56,882 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CF_Tube-1
2024-01-03 12:30:56,882 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 20T_CF_Slider_Support-1
2024-01-03 12:30:56,883 INFO  ExportHelperExtension.cs: 1136 - Found 44 in 20T_CF_Slider_Support-1
2024-01-03 12:30:56,883 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 20T_CF_Slider_Support-1
2024-01-03 12:30:56,883 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MN5008-1
2024-01-03 12:30:56,884 INFO  ExportHelperExtension.cs: 1136 - Found 26 in MN5008-1
2024-01-03 12:30:56,884 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MN5008-1
2024-01-03 12:30:56,885 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from CF_Tube-3
2024-01-03 12:30:56,885 INFO  ExportHelperExtension.cs: 1136 - Found 25 in CF_Tube-3
2024-01-03 12:30:56,886 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in CF_Tube-3
2024-01-03 12:30:56,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-01-03 12:30:56,887 INFO  ExportHelperExtension.cs: 1136 - Found 62 in Assem1
2024-01-03 12:30:56,887 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in Assem1
2024-01-03 12:30:56,888 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-01-03 12:30:56,888 INFO  ExportHelperExtension.cs: 1160 - 10 components to check
2024-01-03 12:30:56,888 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from CF_Tube-2
2024-01-03 12:30:56,888 INFO  ExportHelperExtension.cs: 1136 - Found 25 in CF_Tube-2
2024-01-03 12:30:56,889 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in CF_Tube-2
2024-01-03 12:30:56,889 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Legpart2_CF_Holder-1
2024-01-03 12:30:56,889 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Legpart2_CF_Holder-1
2024-01-03 12:30:56,890 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Legpart2_CF_Holder-1
2024-01-03 12:30:56,890 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 5mmx50mm_shaft-1
2024-01-03 12:30:56,890 INFO  ExportHelperExtension.cs: 1136 - Found 25 in 5mmx50mm_shaft-1
2024-01-03 12:30:56,891 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 5mmx50mm_shaft-1
2024-01-03 12:30:56,891 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 20T_CF_Slider_Plate-1
2024-01-03 12:30:56,892 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 20T_CF_Slider_Plate-1
2024-01-03 12:30:56,892 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 20T_CF_Slider_Plate-1
2024-01-03 12:30:56,892 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from TorquePole5mmAdaptor-1
2024-01-03 12:30:56,893 INFO  ExportHelperExtension.cs: 1136 - Found 44 in TorquePole5mmAdaptor-1
2024-01-03 12:30:56,893 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in TorquePole5mmAdaptor-1
2024-01-03 12:30:56,893 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 20T_CF_Slider-1
2024-01-03 12:30:56,894 INFO  ExportHelperExtension.cs: 1136 - Found 51 in 20T_CF_Slider-1
2024-01-03 12:30:56,894 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 20T_CF_Slider-1
2024-01-03 12:30:56,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from CF_Tube-1
2024-01-03 12:30:56,895 INFO  ExportHelperExtension.cs: 1136 - Found 25 in CF_Tube-1
2024-01-03 12:30:56,895 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in CF_Tube-1
